Timestamp,Open,High,Low,Close,Volume
2025-05-19 09:15:00,11,11,8,8.9,603
2025-05-19 09:30:00,9,9.75,8.7,9.25,438
2025-05-19 09:45:00,9.25,9.85,8.95,8.95,172
2025-05-19 10:00:00,9,9.35,8.6,8.7,224
2025-05-19 10:15:00,8.8,10,8.65,9.85,265
2025-05-19 10:30:00,9.9,10.4,9.75,10.25,254
2025-05-19 10:45:00,10.25,12.6,10.1,12.35,653
2025-05-19 11:00:00,12.45,13.1,11.5,12.05,500
2025-05-19 11:15:00,12.05,12.55,11.5,12.55,262
2025-05-19 11:30:00,12.55,13.1,12.4,13,296
2025-05-19 11:45:00,12.95,13.25,11.75,11.8,280
2025-05-19 12:00:00,11.75,12.2,11.3,11.9,161
2025-05-19 12:15:00,11.9,12.75,11.65,12.4,125
2025-05-19 12:30:00,12.4,12.55,11.8,11.9,101
2025-05-19 12:45:00,11.8,12.15,11.45,11.45,89
2025-05-19 13:00:00,11.35,11.4,10.45,10.65,95
2025-05-19 13:15:00,10.55,11.1,10.5,10.7,69
2025-05-19 13:30:00,10.8,10.85,10.2,10.45,114
2025-05-19 13:45:00,10.45,10.5,9.75,10.2,116
2025-05-19 14:00:00,10.05,10.05,9.15,9.4,267
2025-05-19 14:15:00,9.4,9.75,8.95,9.15,86
2025-05-19 14:30:00,9.15,9.45,8.85,9.2,74
2025-05-19 14:45:00,9.2,9.2,8.15,8.5,183
2025-05-19 15:00:00,8.55,8.9,8.15,8.45,186
2025-05-19 15:15:00,8.5,8.5,8.1,8.2,114
2025-05-20 09:15:00,8.9,9.65,7.8,7.8,338
2025-05-20 09:30:00,7.8,8,6.6,6.65,335
2025-05-20 09:45:00,6.6,6.7,6.1,6.15,216
2025-05-20 10:00:00,6.2,6.7,6.1,6.55,166
2025-05-20 10:15:00,6.55,6.55,6.15,6.45,216
2025-05-20 10:30:00,6.4,7.05,6.35,7.05,100
2025-05-20 10:45:00,7.05,7.4,6.8,7.05,147
2025-05-20 11:00:00,7.1,7.6,7.1,7.35,113
2025-05-20 11:15:00,7.35,7.4,6.7,7.1,214
2025-05-20 11:30:00,7.1,7.6,6.9,7.05,99
2025-05-20 11:45:00,6.95,7.7,6.95,7.7,87
2025-05-20 12:00:00,7.7,8.1,7.55,7.85,129
2025-05-20 12:15:00,7.9,8.65,7.8,8.5,141
2025-05-20 12:30:00,8.65,9.1,8.35,8.95,208
2025-05-20 12:45:00,9,9.05,7.75,8.05,207
2025-05-20 13:00:00,8.2,8.35,7.15,7.25,142
2025-05-20 13:15:00,7.15,7.15,6.7,6.8,82
2025-05-20 13:30:00,6.75,6.85,6.2,6.4,116
2025-05-20 13:45:00,6.4,6.95,6.35,6.55,198
2025-05-20 14:00:00,6.45,6.45,6.1,6.35,106
2025-05-20 14:15:00,6.35,6.35,5.7,5.9,216
2025-05-20 14:30:00,5.95,6.1,5.55,5.55,303
2025-05-20 14:45:00,5.6,5.85,5.3,5.3,119
2025-05-20 15:00:00,5.3,6.05,5.25,5.85,202
2025-05-20 15:15:00,5.75,5.85,5.5,5.55,105
2025-05-21 09:15:00,5.95,6,5.15,5.6,282
2025-05-21 09:30:00,5.35,6,5.2,5.9,239
2025-05-21 09:45:00,5.9,6.45,5.55,5.6,237
2025-05-21 10:00:00,5.5,6.25,5.45,6.25,72
2025-05-21 10:15:00,6.35,6.9,6.1,6.1,139
2025-05-21 10:30:00,6.3,6.95,6.25,6.5,173
2025-05-21 10:45:00,6.5,6.6,6,6.05,110
2025-05-21 11:00:00,6.1,6.1,5.5,5.6,90
2025-05-21 11:15:00,5.45,5.45,5.2,5.2,91
2025-05-21 11:30:00,5.15,5.25,4.85,4.95,164
2025-05-21 11:45:00,4.95,4.95,4.35,4.4,189
2025-05-21 12:00:00,4.35,4.4,3.45,3.5,268
2025-05-21 12:15:00,3.5,3.75,3.25,3.75,220
2025-05-21 12:30:00,3.8,4.2,3.8,4.05,132
2025-05-21 12:45:00,4.05,4.15,3.85,4.1,114
2025-05-21 13:00:00,4.15,4.55,4.1,4.45,119
2025-05-21 13:15:00,4.45,5,4.3,4.4,183
2025-05-21 13:30:00,4.3,4.7,4.3,4.35,47
2025-05-21 13:45:00,4.4,4.65,4.4,4.55,35
2025-05-21 14:00:00,4.4,4.6,4.2,4.6,41
2025-05-21 14:15:00,4.6,4.75,4.45,4.65,60
2025-05-21 14:30:00,4.75,4.95,4.5,4.5,59
2025-05-21 14:45:00,4.65,4.75,4.5,4.6,32
2025-05-21 15:00:00,4.6,4.6,4.4,4.5,30
