Timestamp,Open,High,Low,Close,Volume
2025-06-05T09:15:00+05:30,6.65,6.65,4.2,4.95,2174
2025-06-05T09:30:00+05:30,5,5.65,4.7,4.85,1322
2025-06-05T09:45:00+05:30,4.85,5,4.65,4.8,215
2025-06-05T10:00:00+05:30,4.8,5,4.5,4.65,347
2025-06-05T10:15:00+05:30,4.7,4.85,4.5,4.6,679
2025-06-05T10:30:00+05:30,4.65,4.65,4.5,4.65,151
2025-06-05T10:45:00+05:30,4.6,4.85,4.6,4.7,210
2025-06-05T11:00:00+05:30,4.6,4.65,4.4,4.5,90
2025-06-05T11:15:00+05:30,4.5,4.75,4.45,4.6,539
2025-06-05T11:30:00+05:30,4.55,4.6,4.4,4.55,126
2025-06-05T11:45:00+05:30,4.55,4.7,4.45,4.6,95
2025-06-05T12:00:00+05:30,4.5,5.15,4.45,5.05,1497
2025-06-05T12:15:00+05:30,5.1,5.3,4.8,4.9,848
2025-06-05T12:30:00+05:30,4.85,5.25,4.85,5.05,237
2025-06-05T12:45:00+05:30,5,5,4.5,4.5,1110
2025-06-05T13:00:00+05:30,4.6,4.9,4.6,4.6,225
2025-06-05T13:15:00+05:30,4.65,4.8,4.65,4.7,83
2025-06-05T13:30:00+05:30,4.75,5,4.5,4.65,462
2025-06-05T13:45:00+05:30,4.6,4.65,4.3,4.45,711
2025-06-05T14:00:00+05:30,4.4,4.45,4.15,4.35,915
2025-06-05T14:15:00+05:30,4.4,4.5,4.05,4.25,710
2025-06-05T14:30:00+05:30,4.25,4.3,3.8,3.8,200
2025-06-05T14:45:00+05:30,3.8,3.85,3.7,3.8,347
2025-06-05T15:00:00+05:30,3.8,4.1,3.65,4,1104
2025-06-05T15:15:00+05:30,4,4.25,3.65,3.95,5275
2025-06-06T09:15:00+05:30,4,4.75,2.85,2.95,5465
2025-06-06T09:30:00+05:30,2.95,3.75,2.9,3.2,3416
2025-06-06T09:45:00+05:30,3.2,3.3,2.8,2.95,2036
2025-06-06T10:00:00+05:30,2.95,3.2,2.35,2.45,7227
2025-06-06T10:15:00+05:30,2.4,2.6,2.25,2.3,2248
2025-06-06T10:30:00+05:30,2.3,2.65,2.25,2.5,4809
2025-06-06T10:45:00+05:30,2.5,2.7,2.45,2.55,2894
2025-06-06T11:00:00+05:30,2.55,2.8,2.5,2.5,3250
2025-06-06T11:15:00+05:30,2.55,2.8,2.5,2.75,2057
2025-06-06T11:30:00+05:30,2.75,2.8,2.55,2.6,1799
2025-06-06T11:45:00+05:30,2.6,2.85,2.6,2.75,1824
2025-06-06T12:00:00+05:30,2.7,2.95,2.65,2.9,1700
2025-06-06T12:15:00+05:30,2.95,2.95,2.35,2.35,3301
2025-06-06T12:30:00+05:30,2.35,2.65,2.35,2.4,2385
2025-06-06T12:45:00+05:30,2.4,2.45,2.3,2.35,853
2025-06-06T13:00:00+05:30,2.35,2.35,2.15,2.2,536
2025-06-06T13:15:00+05:30,2.15,2.25,2.1,2.2,982
2025-06-06T13:30:00+05:30,2.2,2.25,2,2.1,892
2025-06-06T13:45:00+05:30,2.1,2.35,2.1,2.3,1060
2025-06-06T14:00:00+05:30,2.25,2.35,2.15,2.2,1374
2025-06-06T14:15:00+05:30,2.2,2.35,2.2,2.3,635
2025-06-06T14:30:00+05:30,2.25,2.5,2.2,2.45,1476
2025-06-06T14:45:00+05:30,2.4,2.75,2.4,2.75,1939
2025-06-06T15:00:00+05:30,2.7,2.9,2.35,2.35,3873
2025-06-06T15:15:00+05:30,2.35,2.85,2.35,2.8,4571
2025-06-09T09:15:00+05:30,2,2.1,1.5,1.5,4410
2025-06-09T09:30:00+05:30,1.55,1.55,1.45,1.5,874
2025-06-09T09:45:00+05:30,1.45,1.45,1.35,1.4,547
2025-06-09T10:00:00+05:30,1.4,1.4,1.3,1.3,1223
2025-06-09T10:15:00+05:30,1.3,1.35,1.25,1.35,380
2025-06-09T10:30:00+05:30,1.35,1.35,1.3,1.3,562
2025-06-09T10:45:00+05:30,1.25,1.35,1.15,1.2,844
2025-06-09T11:00:00+05:30,1.25,1.3,1.15,1.2,1340
2025-06-09T11:15:00+05:30,1.25,1.35,1.15,1.25,1400
2025-06-09T11:30:00+05:30,1.25,1.25,1.2,1.25,63
2025-06-09T11:45:00+05:30,1.25,1.35,1.2,1.3,357
2025-06-09T12:00:00+05:30,1.35,1.35,1.3,1.3,314
2025-06-09T12:15:00+05:30,1.3,1.3,1.25,1.25,57
2025-06-09T12:30:00+05:30,1.3,1.4,1.3,1.35,536
