Timestamp,Open,High,Low,Close,Volume
2025-05-23T09:15:00+05:30,1551,1584.9,1551,1583.8,1605064
2025-05-23T10:15:00+05:30,1583.3,1587.2,1575.9,1585.4,886574
2025-05-23T11:15:00+05:30,1585.4,1585.6,1573.2,1574.5,425857
2025-05-23T12:15:00+05:30,1574.5,1579,1573.5,1576.1,277584
2025-05-23T13:15:00+05:30,1575.9,1578,1570,1572.5,280884
2025-05-23T14:15:00+05:30,1572.5,1573.8,1563.2,1564.6,1027525
2025-05-23T15:15:00+05:30,1564.4,1566.4,1563,1566.1,518096
2025-05-26T09:15:00+05:30,1566.5,1583.8,1562.7,1582.3,778633
2025-05-26T10:15:00+05:30,1582.3,1582.5,1574,1577.4,475793
2025-05-26T11:15:00+05:30,1577.4,1581.3,1575.2,1577,476038
2025-05-26T12:15:00+05:30,1577,1579,1574,1576.1,344143
2025-05-26T13:15:00+05:30,1576.1,1581,1575,1580,362365
2025-05-26T14:15:00+05:30,1580.4,1582.6,1578,1580.6,462972
2025-05-26T15:15:00+05:30,1580.6,1582,1579.2,1582,220999
2025-05-27T09:15:00+05:30,1579.8,1579.9,1556.4,1563.8,1142563
2025-05-27T10:15:00+05:30,1563.9,1580,1560.4,1569.1,809232
2025-05-27T11:15:00+05:30,1569.1,1582.9,1568.3,1573.2,903861
2025-05-27T12:15:00+05:30,1573.1,1574,1562,1565,911240
2025-05-27T13:15:00+05:30,1565.1,1569,1561,1565.4,934630
2025-05-27T14:15:00+05:30,1565.5,1572.5,1561.5,1569.9,2209296
2025-05-27T15:15:00+05:30,1569.9,1571.9,1568.5,1570.9,849746
2025-05-28T09:15:00+05:30,1581,1587.7,1575,1575.2,870322
2025-05-28T10:15:00+05:30,1575.2,1578,1573.1,1573.5,341572
2025-05-28T11:15:00+05:30,1573.5,1580.9,1572.3,1578.2,464448
2025-05-28T12:15:00+05:30,1578.2,1581,1577.5,1577.8,385714
2025-05-28T13:15:00+05:30,1577.9,1578.8,1575.6,1577.3,344209
2025-05-28T14:15:00+05:30,1577.3,1577.6,1570.2,1570.5,801604
2025-05-28T15:15:00+05:30,1570.5,1572.9,1570,1571.8,391144
2025-05-29T09:15:00+05:30,1589.1,1608.9,1588,1592.4,2723438
2025-05-29T10:15:00+05:30,1592.5,1592.8,1579.4,1579.8,642134
2025-05-29T11:15:00+05:30,1579.9,1584.5,1579.5,1583.3,523419
2025-05-29T12:15:00+05:30,1583.4,1584.5,1576.6,1580.8,849677
2025-05-29T13:15:00+05:30,1580,1585,1579.1,1580.8,979553
2025-05-29T14:15:00+05:30,1580.8,1588,1580.5,1586.2,1631943
2025-05-29T15:15:00+05:30,1586.5,1587.9,1584.3,1586.5,1178334
2025-05-30T09:15:00+05:30,1571,1572,1555.1,1561.1,2024198
2025-05-30T10:15:00+05:30,1561.1,1563.1,1559,1561.9,580729
2025-05-30T11:15:00+05:30,1561.9,1565.3,1560.3,1563.3,797483
2025-05-30T12:15:00+05:30,1563.5,1570.4,1562.4,1568.2,1026814
2025-05-30T13:15:00+05:30,1568.4,1569.9,1566.1,1567,476534
2025-05-30T14:15:00+05:30,1567.1,1569.3,1558.8,1562,4756425
2025-05-30T15:15:00+05:30,1561.9,1566,1557.8,1561.9,3397494
2025-06-02T09:15:00+05:30,1560,1560,1539,1545,1405007
2025-06-02T10:15:00+05:30,1545,1558.7,1544.1,1555,572897
2025-06-02T11:15:00+05:30,1555,1557,1548.2,1552.9,438044
2025-06-02T12:15:00+05:30,1553.2,1556.9,1552,1553.2,349939
2025-06-02T13:15:00+05:30,1553.2,1557,1550.4,1551.8,318131
2025-06-02T14:15:00+05:30,1551.8,1556.4,1549.1,1555.1,742201
2025-06-02T15:15:00+05:30,1555.1,1555.2,1548.3,1551,493525
2025-06-03T09:15:00+05:30,1559,1567.3,1545.2,1550.2,1171161
2025-06-03T10:15:00+05:30,1550.2,1557,1547,1548,933363
2025-06-03T11:15:00+05:30,1548,1552,1546,1546.9,925368
2025-06-03T12:15:00+05:30,1546.9,1546.9,1535.6,1542,809863
2025-06-03T13:15:00+05:30,1541.9,1543.4,1539,1543,829129
2025-06-03T14:15:00+05:30,1543.4,1545.9,1539.7,1543,1528304
2025-06-03T15:15:00+05:30,1543.1,1545.6,1542.1,1543,624602
2025-06-04T09:15:00+05:30,1543.9,1555.9,1541.4,1549.5,875308
2025-06-04T10:15:00+05:30,1549.5,1555.1,1549.5,1551.5,357840
2025-06-04T11:15:00+05:30,1551.6,1552.9,1549,1552.4,589548
2025-06-04T12:15:00+05:30,1552.4,1554.2,1549.3,1553.2,471592
2025-06-04T13:15:00+05:30,1553.2,1557.3,1552.2,1553.7,405091
2025-06-04T14:15:00+05:30,1553.6,1555.4,1549,1552.3,1102018
2025-06-04T15:15:00+05:30,1552.3,1552.3,1549.1,1550,691051
2025-06-05T09:15:00+05:30,1547.8,1557,1541.6,1553.6,822435
2025-06-05T10:15:00+05:30,1553.4,1554.5,1546.7,1550,634730
2025-06-05T11:15:00+05:30,1549.4,1565,1548.2,1564.1,661134
2025-06-05T12:15:00+05:30,1564.2,1567.7,1557.1,1557.5,884504
2025-06-05T13:15:00+05:30,1557.6,1560.3,1549,1550,813864
2025-06-05T14:15:00+05:30,1550,1556.9,1549,1555.5,2141659
2025-06-05T15:15:00+05:30,1554.7,1557.8,1553,1554.5,921614
2025-06-06T09:15:00+05:30,1554.7,1555.6,1543.1,1548,630202
2025-06-06T10:15:00+05:30,1548,1555.2,1545.2,1553.4,550252
2025-06-06T11:15:00+05:30,1553.8,1561.9,1552,1557.6,614989
2025-06-06T12:15:00+05:30,1558.1,1558.8,1555,1555.4,208481
2025-06-06T13:15:00+05:30,1555.7,1557.1,1553,1555,271125
2025-06-06T14:15:00+05:30,1555,1563.5,1555,1562.5,669979
2025-06-06T15:15:00+05:30,1562.7,1568.9,1559.6,1568,989791
2025-06-09T09:15:00+05:30,1577.1,1588,1574,1578.8,1134360
2025-06-09T10:15:00+05:30,1578.8,1579.8,1574.1,1574.4,278015
2025-06-09T11:15:00+05:30,1574.2,1576.6,1572.7,1574.9,288665
2025-06-09T12:15:00+05:30,1574.9,1578.2,1574,1576.7,201692
2025-06-09T13:15:00+05:30,1576.8,1577,1574,1574.4,243422
2025-06-09T14:15:00+05:30,1574.4,1575.7,1571.6,1572.9,429504
2025-06-09T15:15:00+05:30,1572.8,1574.3,1571,1572,261931
2025-06-10T09:15:00+05:30,1584,1590.9,1577.5,1585.4,1132988
2025-06-10T10:15:00+05:30,1585,1594,1584,1593.8,1253892
2025-06-10T11:15:00+05:30,1594,1607.5,1593.1,1605.1,2375020
2025-06-10T12:15:00+05:30,1605.1,1606.6,1594.1,1595.9,765806
2025-06-10T13:15:00+05:30,1595.7,1597.7,1592.6,1597,586578
2025-06-10T14:15:00+05:30,1597,1600,1593.8,1594.9,1429986
2025-06-10T15:15:00+05:30,1594.9,1597.6,1592.5,1594,1013900
2025-06-11T09:15:00+05:30,1592,1604,1590.1,1596.5,1338224
2025-06-11T10:15:00+05:30,1596.5,1602.9,1595.6,1602,487394
2025-06-11T11:15:00+05:30,1602,1609,1601.5,1607.8,1015613
2025-06-11T12:15:00+05:30,1607.8,1625.7,1605.1,1624.4,1752682
2025-06-11T13:15:00+05:30,1623.7,1625.9,1612.7,1619.4,1472582
2025-06-11T14:15:00+05:30,1619,1634.6,1619,1632.5,3264151
2025-06-11T15:15:00+05:30,1632.5,1632.8,1627.1,1628,1207781
2025-06-12T09:15:00+05:30,1617,1620.1,1598.1,1607.6,1926676
2025-06-12T10:15:00+05:30,1607.6,1616.9,1605,1616.7,1403210
2025-06-12T11:15:00+05:30,1616.6,1626,1615.1,1621.1,1085146
2025-06-12T12:15:00+05:30,1621.1,1628,1620.4,1622.9,633244
2025-06-12T13:15:00+05:30,1623.1,1623.6,1605.2,1610.2,1891388
2025-06-12T14:15:00+05:30,1610.1,1615.2,1606.8,1609.7,2631399
2025-06-12T15:15:00+05:30,1609.8,1609.9,1602,1605,836425
2025-06-13T09:15:00+05:30,1576.5,1595.8,1570.2,1595,1316621
2025-06-13T10:15:00+05:30,1594.8,1607,1594,1602.4,785530
2025-06-13T11:15:00+05:30,1602.1,1607.4,1600,1605.8,793645
2025-06-13T12:15:00+05:30,1605.4,1609,1601,1603.5,550988
2025-06-13T13:15:00+05:30,1603,1605.4,1598.1,1604,592555
2025-06-13T14:15:00+05:30,1604,1605,1596.2,1602.1,1797416
2025-06-13T15:15:00+05:30,1602,1606.4,1600.3,1605,894414
2025-06-16T09:15:00+05:30,1599.9,1615.5,1597.1,1608.8,628453
2025-06-16T10:15:00+05:30,1608.8,1622,1608,1619.8,536482
2025-06-16T11:15:00+05:30,1619.8,1622.6,1612.7,1619,470965
2025-06-16T12:15:00+05:30,1619,1630,1617,1629.6,810820
2025-06-16T13:15:00+05:30,1629.7,1634.8,1624,1625.8,749733
2025-06-16T14:15:00+05:30,1625.6,1628.5,1622.1,1622.2,1337852
2025-06-16T15:15:00+05:30,1622.3,1627.1,1618.3,1622.1,1028770
2025-06-17T09:15:00+05:30,1620.8,1628.8,1615.6,1622.2,816665
2025-06-17T10:15:00+05:30,1622.3,1639.3,1621.5,1636.6,818603
2025-06-17T11:15:00+05:30,1636.6,1647.4,1634.8,1643.5,1563596
2025-06-17T12:15:00+05:30,1643.5,1644.8,1638.4,1639.7,734740
2025-06-17T13:15:00+05:30,1639.7,1645,1634,1645,973776
2025-06-17T14:15:00+05:30,1645,1646.5,1638.1,1641.3,1869398
2025-06-17T15:15:00+05:30,1641.2,1642,1635,1638,816491
2025-06-18T09:15:00+05:30,1629.9,1644.7,1622.5,1632.8,1474200
2025-06-18T10:15:00+05:30,1632.6,1635.6,1625.3,1632,610095
2025-06-18T11:15:00+05:30,1632.3,1633.7,1623.1,1628.5,741682
2025-06-18T12:15:00+05:30,1628.7,1632.8,1625,1631.9,579459
2025-06-18T13:15:00+05:30,1631.9,1634.4,1628,1633.1,442922
2025-06-18T14:15:00+05:30,1633.1,1634.5,1629.3,1633.3,1002891
2025-06-18T15:15:00+05:30,1633.2,1633.9,1630.4,1632,679721
2025-06-19T09:15:00+05:30,1623.8,1630,1614.1,1617.9,792192
2025-06-19T10:15:00+05:30,1618.3,1619.4,1611.5,1616.3,663395
2025-06-19T11:15:00+05:30,1616.3,1621.7,1615.7,1617.1,602314
2025-06-19T12:15:00+05:30,1617.4,1622.4,1614.7,1621.7,507085
2025-06-19T13:15:00+05:30,1621.8,1626,1617.5,1623.9,648375
2025-06-19T14:15:00+05:30,1624.5,1624.8,1617,1617.3,1247216
2025-06-19T15:15:00+05:30,1617.2,1620.7,1616.5,1616.9,659305
2025-06-20T09:15:00+05:30,1620,1630.7,1608.9,1614.5,733333
2025-06-20T10:15:00+05:30,1614.5,1622.6,1613.1,1615.3,468356
2025-06-20T11:15:00+05:30,1615.3,1620,1613.3,1620,393951
2025-06-20T12:15:00+05:30,1619.8,1620.2,1611,1618.5,537516
2025-06-20T13:15:00+05:30,1618.4,1622.5,1616.9,1619.8,551228
2025-06-20T14:15:00+05:30,1619.7,1627,1616.1,1623.5,3478154
2025-06-20T15:15:00+05:30,1623.4,1626.8,1614.7,1618,3027468
2025-06-23T09:15:00+05:30,1600.7,1601,1575.4,1580.8,2381488
2025-06-23T10:15:00+05:30,1580.8,1589,1580,1582.8,850291
2025-06-23T11:15:00+05:30,1582.8,1588.7,1582,1584.5,816430
2025-06-23T12:15:00+05:30,1584.9,1586.5,1582.2,1584.4,555773
2025-06-23T13:15:00+05:30,1584.2,1593,1584,1588.8,848344
2025-06-23T14:15:00+05:30,1588.8,1589,1582.2,1584.3,1253136
2025-06-23T15:15:00+05:30,1584.3,1587,1581.5,1584.7,1044469
2025-06-24T09:15:00+05:30,1602,1609,1585.5,1598.5,1479343
2025-06-24T10:15:00+05:30,1598.5,1602.2,1593.2,1596.4,895493
2025-06-24T11:15:00+05:30,1596.4,1602.9,1594,1602,561577
2025-06-24T12:15:00+05:30,1601.9,1605,1593,1595.3,967702
2025-06-24T13:15:00+05:30,1595.4,1598.5,1578.3,1583.4,1194645
2025-06-24T14:15:00+05:30,1583.3,1586,1578.5,1582.6,1728785
2025-06-24T15:15:00+05:30,1582.6,1584.2,1576.6,1579.6,1207623
2025-06-25T09:15:00+05:30,1591,1604.7,1585.1,1596.8,1364384
2025-06-25T10:15:00+05:30,1597,1603.8,1595.2,1602.7,720982
2025-06-25T11:15:00+05:30,1603,1607,1600.7,1605,848663
2025-06-25T12:15:00+05:30,1605,1618.5,1604.4,1617.7,1196755
2025-06-25T13:15:00+05:30,1617.7,1619.9,1614,1614.3,1308333
2025-06-25T14:15:00+05:30,1614.3,1619.5,1613,1616,1518799
2025-06-25T15:15:00+05:30,1616.1,1616.1,1610,1612.5,770444
2025-06-26T09:15:00+05:30,1610,1620.6,1608.3,1610.1,932948
2025-06-26T10:15:00+05:30,1610,1616.5,1606.6,1614.5,918474
2025-06-26T11:15:00+05:30,1615,1620,1613.5,1616.8,553217
2025-06-26T12:15:00+05:30,1616.8,1618.8,1608,1611.2,645535
2025-06-26T13:15:00+05:30,1611.2,1624,1609,1620.3,885213
2025-06-26T14:15:00+05:30,1620.3,1621.8,1614,1615.5,1746219
2025-06-26T15:15:00+05:30,1615.5,1616,1613,1614.2,809223
2025-06-27T09:15:00+05:30,1619,1629.6,1614.7,1623.4,859857
2025-06-27T10:15:00+05:30,1623.5,1624,1614.6,1617,612141
2025-06-27T11:15:00+05:30,1617,1618.4,1613.7,1614.9,352814
2025-06-27T12:15:00+05:30,1614.9,1616,1612.1,1612.9,644156
2025-06-27T13:15:00+05:30,1612.9,1614.9,1609.3,1610.4,549097
2025-06-27T14:15:00+05:30,1610.3,1611.5,1602.4,1609.7,3620676
2025-06-27T15:15:00+05:30,1609.7,1611.8,1608.6,1611,2209310
2025-06-30T09:15:00+05:30,1613.1,1615,1594.1,1600.5,1108123
2025-06-30T10:15:00+05:30,1600.4,1604.3,1600,1602.5,532368
2025-06-30T11:15:00+05:30,1602.7,1605.4,1599.9,1604.7,914839
2025-06-30T12:15:00+05:30,1604.8,1609.1,1602,1604.8,730856
2025-06-30T13:15:00+05:30,1604.8,1607.9,1602.7,1606.6,457102
2025-06-30T14:15:00+05:30,1606.6,1606.6,1598.8,1600.4,1775530
2025-06-30T15:15:00+05:30,1600.4,1604.1,1600.3,1603.4,730796
2025-07-01T09:15:00+05:30,1608.9,1617.7,1600.5,1603,792649
2025-07-01T10:15:00+05:30,1603.1,1611.3,1603,1608.3,416872
2025-07-01T11:15:00+05:30,1608.2,1612.4,1603.3,1605.5,339437
2025-07-01T12:15:00+05:30,1605.6,1609.9,1604.8,1606.4,321084
2025-07-01T13:15:00+05:30,1606.5,1608.9,1603.9,1606.1,431295
2025-07-01T14:15:00+05:30,1606,1609.7,1605,1608.1,967085
2025-07-01T15:15:00+05:30,1608,1610,1601.7,1603,896027
2025-07-02T09:15:00+05:30,1617.3,1649,1616,1641.9,2729276
2025-07-02T10:15:00+05:30,1641.9,1642,1609.8,1611.8,1512301
2025-07-02T11:15:00+05:30,1611.9,1616.8,1610,1614.4,1039192
2025-07-02T12:15:00+05:30,1614.2,1614.4,1608.3,1608.8,1349278
2025-07-02T13:15:00+05:30,1608.5,1609.5,1603.4,1608.1,450531
2025-07-02T14:15:00+05:30,1608.6,1613.6,1606.1,1611.7,962938
2025-07-02T15:15:00+05:30,1612,1612,1608,1609.6,516308
2025-07-03T09:15:00+05:30,1618,1632.4,1615.7,1627.5,1159832
2025-07-03T10:15:00+05:30,1627.2,1629,1622.4,1626.6,315033
2025-07-03T11:15:00+05:30,1626.7,1629,1619.2,1619.5,661983
2025-07-03T12:15:00+05:30,1619.7,1625,1619,1625,478075
2025-07-03T13:15:00+05:30,1625,1630,1621.5,1623,521663
2025-07-03T14:15:00+05:30,1623.3,1623.8,1616.6,1618.7,1685336
2025-07-03T15:15:00+05:30,1618.8,1620,1615,1616.9,374731
2025-07-04T09:15:00+05:30,1625,1626,1612.3,1621.2,609698
2025-07-04T10:15:00+05:30,1621,1623.8,1619.2,1623.5,253616
2025-07-04T11:15:00+05:30,1623.5,1628.8,1621.5,1628.2,454805
2025-07-04T12:15:00+05:30,1627.8,1634.4,1626.9,1633,493174
2025-07-04T13:15:00+05:30,1632.7,1634,1630.3,1633.5,767932
